CheminComplet,CheminLocal,CheminRelatif,DossierRacine,Bibliotheque,CheminCible,Nom,Extension,TailleOctets,DateCreation,DateModification,Cache,Systeme,LongueurChemin,LongueurCheminCible,Profondeur,Anomalies,HashSHA256
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202405.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202405.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202405.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2024/Facture_CL1009_202405.pdf,Facture_CL1009_202405.pdf,.pdf,1704,2023-11-22T10:00:00,2024-05-15T10:00:00,False,False,102,102,4,,E448E50F20B4B2AF4FA43D5C449934ED8DF1D577A1332385138A7334C4E5A9CB
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202407.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202407.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202407.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2024/Facture_CL1009_202407.pdf,Facture_CL1009_202407.pdf,.pdf,1703,2023-11-21T10:00:00,2024-07-02T10:00:00,False,False,102,102,4,,C7915DB77B1F624432D7BF3A8CBF847F5B27C82226F3130849976FC44950F4BB
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202409.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202409.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202409.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2024/Facture_CL1009_202409.pdf,Facture_CL1009_202409.pdf,.pdf,1705,2024-04-21T10:00:00,2024-09-12T10:00:00,False,False,102,102,4,,087F16AD0F305A02D200661F32DAB32CFBF16A59F4BAA5E53164BCE14CB527B3
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202410.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202410.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202410.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2024/Facture_CL1009_202410.pdf,Facture_CL1009_202410.pdf,.pdf,1703,2023-12-04T10:00:00,2024-10-22T10:00:00,False,False,102,102,4,,E5BFEA10A43888EBAB4F54430CA3D290A5F89A699D66BE92C5C7D6FFA3269CBD
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202412.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202412.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2024\Facture_CL1009_202412.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2024/Facture_CL1009_202412.pdf,Facture_CL1009_202412.pdf,.pdf,1703,2024-08-15T10:00:00,2024-12-22T10:00:00,False,False,102,102,4,,80E14DF0CAD158D92807852DF5D0C92F4D1985FBDB482DE9B44B8951D94E3BD1
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2025\Facture_CL1009_202505.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2025\Facture_CL1009_202505.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2025\Facture_CL1009_202505.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2025/Facture_CL1009_202505.pdf,Facture_CL1009_202505.pdf,.pdf,1704,2024-11-28T10:00:00,2025-05-05T10:00:00,False,False,102,102,4,,D6E38F084B59C61597CBEAE418A4938E80BE5401AFB873EDAC554B8AC40A9705
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2025\Facture_CL1009_202508.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2025\Facture_CL1009_202508.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2025\Facture_CL1009_202508.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2025/Facture_CL1009_202508.pdf,Facture_CL1009_202508.pdf,.pdf,1703,2025-01-23T10:00:00,2025-08-03T10:00:00,False,False,102,102,4,,48DBBF71329EBD844C12DE568AD7562B78C2B76E03807A3DBE063E186FCABFE8
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2025\Facture_CL1009_202510.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2025\Facture_CL1009_202510.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2025\Facture_CL1009_202510.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2025/Facture_CL1009_202510.pdf,Facture_CL1009_202510.pdf,.pdf,1704,2024-10-10T10:00:00,2025-10-23T10:00:00,False,False,102,102,4,,3F4C0321B3E37F164019A67EB49A4CB184D75AE6B0BE7F7D5CB0E221E01AA291
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202601.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202601.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202601.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2026/Facture_CL1009_202601.pdf,Facture_CL1009_202601.pdf,.pdf,1703,2025-07-16T10:00:00,2026-01-17T10:00:00,False,False,102,102,4,,BB81DE8C6EE8F542ADB4124DB4497839222856E6398998C7AE0798D9EBB8EDFD
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202602.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202602.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202602.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2026/Facture_CL1009_202602.pdf,Facture_CL1009_202602.pdf,.pdf,1704,2025-06-08T10:00:00,2026-02-11T10:00:00,False,False,102,102,4,,744CA3C0E393B50374C5C2E64A93C2F03305FA5B2D63784ED4E0416A4B2276B8
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202603.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202603.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202603.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2026/Facture_CL1009_202603.pdf,Facture_CL1009_202603.pdf,.pdf,1704,2026-01-13T10:00:00,2026-03-05T10:00:00,False,False,102,102,4,,729EEF483E045B5AFF494C1A5F26693077A4FF699A7917659B7D1B5D2EE2A069
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202604.pdf,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202604.pdf,01_Clients\CL1009_Imprimerie_Castel\03_Factures\2026\Facture_CL1009_202604.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/03_Factures/2026/Facture_CL1009_202604.pdf,Facture_CL1009_202604.pdf,.pdf,1703,2026-04-05T10:00:00,2026-04-24T10:00:00,False,False,102,102,4,,C10511171C29D7DA53F96A6426904C0FB239260299EA80423BBCFB27299992F1
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\04_Correspondance\Echange_01.eml.txt,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\04_Correspondance\Echange_01.eml.txt,01_Clients\CL1009_Imprimerie_Castel\04_Correspondance\Echange_01.eml.txt,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/04_Correspondance/Echange_01.eml.txt,Echange_01.eml.txt,.txt,106,2025-02-06T21:34:49,2026-01-26T21:34:49,False,False,96,96,3,,837D51D6FDC1B8D9AA621DDC5047327F2861D9A83CF06605119422305C129B73
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\04_Correspondance\Echange_02.eml.txt,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\04_Correspondance\Echange_02.eml.txt,01_Clients\CL1009_Imprimerie_Castel\04_Correspondance\Echange_02.eml.txt,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/04_Correspondance/Echange_02.eml.txt,Echange_02.eml.txt,.txt,106,2025-08-26T14:40:19,2025-11-18T14:40:19,False,False,96,96,3,,43C11FA59B4CE332C59E023184345E4CB794C0CBE602B64B7B47CAB024C644D1
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Deploiement_Teams\Compte_rendu_COPIL.docx,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Deploiement_Teams\Compte_rendu_COPIL.docx,01_Clients\CL1009_Imprimerie_Castel\05_Projets\Deploiement_Teams\Compte_rendu_COPIL.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/05_Projets/Deploiement_Teams/Compte_rendu_COPIL.docx,Compte_rendu_COPIL.docx,.docx,36732,2025-08-04T00:55:14,2025-11-11T00:55:14,False,False,112,112,4,,FD9660CAFEC96DC49D581CC96F0F6710C07F6A93E24E1A8F210BF68DE3E04FC9
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Deploiement_Teams\Planning_Deploiement_Teams.xlsx,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Deploiement_Teams\Planning_Deploiement_Teams.xlsx,01_Clients\CL1009_Imprimerie_Castel\05_Projets\Deploiement_Teams\Planning_Deploiement_Teams.xlsx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/05_Projets/Deploiement_Teams/Planning_Deploiement_Teams.xlsx,Planning_Deploiement_Teams.xlsx,.xlsx,5134,2024-10-25T21:03:55,2025-04-01T21:03:55,False,False,120,120,4,,1244D5CDF8DB52159DE2C461C499E453D8E0E1B897C4FC85C009A499E54E429E
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Deploiement_Teams\Presentation_lancement_Deploiement_Teams.pptx,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Deploiement_Teams\Presentation_lancement_Deploiement_Teams.pptx,01_Clients\CL1009_Imprimerie_Castel\05_Projets\Deploiement_Teams\Presentation_lancement_Deploiement_Teams.pptx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/05_Projets/Deploiement_Teams/Presentation_lancement_Deploiement_Teams.pptx,Presentation_lancement_Deploiement_Teams.pptx,.pptx,29174,2025-01-21T11:30:59,2025-05-22T11:30:59,False,False,134,134,4,,7F7616090399AE19A05D63D72A29DC42E7D1BF9F4031774D54E319E1431FCB1D
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Refonte_site_web\Compte_rendu_COPIL.docx,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Refonte_site_web\Compte_rendu_COPIL.docx,01_Clients\CL1009_Imprimerie_Castel\05_Projets\Refonte_site_web\Compte_rendu_COPIL.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/05_Projets/Refonte_site_web/Compte_rendu_COPIL.docx,Compte_rendu_COPIL.docx,.docx,36733,2024-07-02T04:16:38,2024-11-07T04:16:38,False,False,111,111,4,,95629B6ADC9A9E77D9DA07C00DA707517B07233AD8E76BC059F193ACDC88BB0F
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Refonte_site_web\Planning_Refonte_site_web.xlsx,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Refonte_site_web\Planning_Refonte_site_web.xlsx,01_Clients\CL1009_Imprimerie_Castel\05_Projets\Refonte_site_web\Planning_Refonte_site_web.xlsx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/05_Projets/Refonte_site_web/Planning_Refonte_site_web.xlsx,Planning_Refonte_site_web.xlsx,.xlsx,5129,2024-03-01T14:12:06,2024-06-11T14:12:06,False,False,118,118,4,,E6C54FDD39C74ACA6D86D3889C65AE3B5736E42A7F74C7865535FB351B653A1F
\\DEMO-SRV01\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Refonte_site_web\Presentation_lancement_Refonte_site_web.pptx,C:\DemoMigration\FileServer\01_Clients\CL1009_Imprimerie_Castel\05_Projets\Refonte_site_web\Presentation_lancement_Refonte_site_web.pptx,01_Clients\CL1009_Imprimerie_Castel\05_Projets\Refonte_site_web\Presentation_lancement_Refonte_site_web.pptx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1009_Imprimerie_Castel/05_Projets/Refonte_site_web/Presentation_lancement_Refonte_site_web.pptx,Presentation_lancement_Refonte_site_web.pptx,.pptx,29177,2024-02-08T10:16:40,2024-09-20T10:16:40,False,False,132,132,4,,E15CA87FB5EADD1D7A0CB52D29D20DB864105872CF37995952ADC8ED0FDA47D3
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\01_Contrats\Contrat_cadre_CL1010_2017.docx,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\01_Contrats\Contrat_cadre_CL1010_2017.docx,01_Clients\CL1010_Vignobles_de_Sancerre-Est\01_Contrats\Contrat_cadre_CL1010_2017.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/01_Contrats/Contrat_cadre_CL1010_2017.docx,Contrat_cadre_CL1010_2017.docx,.docx,36787,2017-03-01T00:13:18,2017-09-07T00:13:18,False,False,110,110,3,,D6769234965239676EC4E4E1DF2E812BEA60E675C02D5E86A667096C53399A21
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\01_Contrats\Contrat_cadre_CL1010_2017_signe.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\01_Contrats\Contrat_cadre_CL1010_2017_signe.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\01_Contrats\Contrat_cadre_CL1010_2017_signe.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/01_Contrats/Contrat_cadre_CL1010_2017_signe.pdf,Contrat_cadre_CL1010_2017_signe.pdf,.pdf,1664,2016-08-05T08:41:39,2017-08-04T08:41:39,False,False,115,115,3,,E6CB42F90CFCD72D4173385A6F18A08E0ACA41B17BE3C0D5F75F9B4C84394A06
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2018-01.docx,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2018-01.docx,01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2018-01.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/02_Devis/Devis_CL1010_2018-01.docx,Devis_CL1010_2018-01.docx,.docx,36749,2017-06-15T06:13:09,2018-03-04T06:13:09,False,False,102,102,3,,59447DE6CA86B6150AFAA258A08FA200BACC9F9117DC899047731EEFFE873EA9
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2019-02.docx,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2019-02.docx,01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2019-02.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/02_Devis/Devis_CL1010_2019-02.docx,Devis_CL1010_2019-02.docx,.docx,36747,2019-05-04T14:31:16,2019-12-20T14:31:16,False,False,102,102,3,,854568C6C1D94D3E38526CEE68F7719872262DD39435111F50562801E3AD7979
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2022-03.docx,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2022-03.docx,01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2022-03.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/02_Devis/Devis_CL1010_2022-03.docx,Devis_CL1010_2022-03.docx,.docx,36745,2022-02-03T23:13:07,2022-06-03T23:13:07,False,False,102,102,3,,8D77DC9BF8598E73044E7AE1A6E99E736A3F2194F50572137BAA7FAD5E1FDB19
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2023-04.docx,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2023-04.docx,01_Clients\CL1010_Vignobles_de_Sancerre-Est\02_Devis\Devis_CL1010_2023-04.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/02_Devis/Devis_CL1010_2023-04.docx,Devis_CL1010_2023-04.docx,.docx,36746,2022-11-22T22:43:37,2023-01-11T22:43:37,False,False,102,102,3,,2B6FA8BD80CA7814B4EC64A8CC6AFD8E25728679D514FBB7F5CED1510AA03DD2
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202404.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202404.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202404.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2024/Facture_CL1010_202404.pdf,Facture_CL1010_202404.pdf,.pdf,1708,2024-02-16T10:00:00,2024-04-27T10:00:00,False,False,110,110,4,,EEDAD9418C20CBC0417A488830D36C4B443A4B2DA7A6F73035C252A4A7D4C0F4
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202406.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202406.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202406.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2024/Facture_CL1010_202406.pdf,Facture_CL1010_202406.pdf,.pdf,1707,2024-02-14T10:00:00,2024-06-03T10:00:00,False,False,110,110,4,,7B5026C1A01A5839441A548657E5CA6E8D96631DE3827FCDD73B6E0325D87D26
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202408.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202408.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202408.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2024/Facture_CL1010_202408.pdf,Facture_CL1010_202408.pdf,.pdf,1709,2023-07-17T10:00:00,2024-08-17T10:00:00,False,False,110,110,4,,26962C6CF4B648B76CDB540FCF070BE3084ECBCF0EFB0D3AE81A79602F5B8621
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202409.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202409.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202409.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2024/Facture_CL1010_202409.pdf,Facture_CL1010_202409.pdf,.pdf,1709,2023-10-11T10:00:00,2024-09-02T10:00:00,False,False,110,110,4,,5B6C00C28E46DF9609FC55CBC889FE9E295DF46400485035518DD5BF84D2B646
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202411.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202411.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2024\Facture_CL1010_202411.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2024/Facture_CL1010_202411.pdf,Facture_CL1010_202411.pdf,.pdf,1708,2024-11-08T10:00:00,2024-11-16T10:00:00,False,False,110,110,4,,A47AC6FB279E3735F3A4A122515E2E3F391502DB121EF5A7BBF099A03CFED67E
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202503.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202503.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202503.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2025/Facture_CL1010_202503.pdf,Facture_CL1010_202503.pdf,.pdf,1708,2024-08-11T10:00:00,2025-03-12T10:00:00,False,False,110,110,4,,BDE2A0C47FAFB48529A6F873419519CACA20C2970F222C230F6A738EF60F736F
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202504.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202504.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202504.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2025/Facture_CL1010_202504.pdf,Facture_CL1010_202504.pdf,.pdf,1708,2025-03-14T10:00:00,2025-04-17T10:00:00,False,False,110,110,4,,58989062021F39BF87065E9C1229846338CD246E046351FFF4A1AEFABCDCB790
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202506.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202506.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202506.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2025/Facture_CL1010_202506.pdf,Facture_CL1010_202506.pdf,.pdf,1708,2024-11-30T10:00:00,2025-06-17T10:00:00,False,False,110,110,4,,6CD2B3D8CFF91842B58BB51D936A2F4B706AD9035CB3E9BE9F3D4656C5DAD8BA
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202508.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202508.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202508.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2025/Facture_CL1010_202508.pdf,Facture_CL1010_202508.pdf,.pdf,1708,2025-08-04T10:00:00,2025-08-12T10:00:00,False,False,110,110,4,,3C745C1FB86B8E7503A42F4B7617AA7BE1400CBFAA2F9636F7CC200B5859ED77
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202509.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202509.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202509.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2025/Facture_CL1010_202509.pdf,Facture_CL1010_202509.pdf,.pdf,1709,2024-10-22T10:00:00,2025-09-08T10:00:00,False,False,110,110,4,,6F01D4AB593B28E203CF2EA322F72C1052438391A59BEB2622E8BAC941CD2BF5
\\DEMO-SRV01\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202510.pdf,C:\DemoMigration\FileServer\01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202510.pdf,01_Clients\CL1010_Vignobles_de_Sancerre-Est\03_Factures\2025\Facture_CL1010_202510.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1010_Vignobles_de_Sancerre-Est/03_Factures/2025/Facture_CL1010_202510.pdf,Facture_CL1010_202510.pdf,.pdf,1707,2025-10-03T10:00:00,2025-10-25T10:00:00,False,False,110,110,4,,A532FA75A2F14AB07D9D8B2050B818923BEB29C3F5BE9197B87BA902DA5B791A
